Adjustment_Type,Day,Country,Video_ID,Channel_ID,Asset_ID,Asset Label,Asset_Channel_ID,Asset_Type,Custom_ID,ISRC,ISWC,HFA_Song_Code,Content_Type,Policy,Claim_Type,Claim_Origin,Music_Claim_Type,Composition_Right_Type,Ownership_Percentage,Owned_Views,YouTube_Revenue_Split___Auction,YouTube_Revenue_Split___Reserved,YouTube_Revenue_Split___Partner_Sold_YouTube_Served,YouTube_Revenue_Split___Partner_Sold_Partner_Served,YouTube_Revenue_Split,Partner_Revenue___Auction,Partner_Revenue___Reserved,Partner_Revenue___Partner_Sold_YouTube_Served,Partner_Revenue___Partner_Sold_Partner_Served,Partner_Revenue
None,20220502,IT,Oc3feslc7-o,UCjCqxMBvhXTqNhDegYwBZTw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220505,SA,Oc3feslc7-o,UCjCqxMBvhXTqNhDegYwBZTw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220510,KW,Oc3feslc7-o,UCjCqxMBvhXTqNhDegYwBZTw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220527,SA,Oc3feslc7-o,UCjCqxMBvhXTqNhDegYwBZTw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220506,ZA,Oc3feslc7-o,UCjCqxMBvhXTqNhDegYwBZTw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220511,IN,Oc3feslc7-o,UCjCqxMBvhXTqNhDegYwBZTw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220516,MA,Oc3feslc7-o,UCjCqxMBvhXTqNhDegYwBZTw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220512,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,1,0.000651,0,0,0,0.000651,6.00E-06,0,0,0,6.00E-06
None,20220517,FR,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220527,QA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0.000579,0,0,0,0.000579,6.00E-06,0,0,0,6.00E-06
None,20220524,BD,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,track,Audio,Descriptive Search,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220506,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0.000374,0,0,0,0.000374,4.00E-06,0,0,0,4.00E-06
None,20220521,IS,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,37.5,1,0.000203,0,0,0,0.000203,3.00E-06,0,0,0,3.00E-06
None,20220516,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0.01035,0,0,0,0.01035,0.000112,0,0,0,0.000112
None,20220526,NG,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220522,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,3,0.000563,0,0,0,0.000563,6.00E-06,0,0,0,6.00E-06
None,20220520,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0.001015,0,0,0,0.001015,1.10E-05,0,0,0,1.10E-05
None,20220526,TZ,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220528,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0.001371,0,0,0,0.001371,1.20E-05,0,0,0,1.20E-05
None,20220524,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0.000747,0,0,0,0.000747,7.00E-06,0,0,0,7.00E-06
None,20220524,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,1,0.000747,0,0,0,0.000747,7.00E-06,0,0,0,7.00E-06
None,20220526,TZ,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220513,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220514,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220521,DK,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,37.5,1,0,0,0,0,0,0,0,0,0,0
None,20220506,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220522,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220516,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,1,0.01035,0,0,0,0.01035,7.10E-05,0,0,0,7.10E-05
None,20220501,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220512,DE,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,1,0.00124,0,0,0,0.00124,1.50E-05,0,0,0,1.50E-05
None,20220525,GB,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220526,NG,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
None,20220522,ZA,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Mechanical,50,3,0.000563,0,0,0,0.000563,6.00E-06,0,0,0,6.00E-06
None,20220516,GH,OdYdOqCBenA,UCsRgkVhvNauSgwiGagws_gw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Descriptive Search,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220520,FR,OkNkLni7o9A,UCHr__9lxsrtdpQ_iFAh3-Ew,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220515,DE,Olw2qeeJ96g,UCFVvNF52KEjqLtIvwmiQ4Fw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,4.90E-05,0,0,0,4.90E-05,1.00E-06,0,0,0,1.00E-06
None,20220508,MA,Olw2qeeJ96g,UCFVvNF52KEjqLtIvwmiQ4Fw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220516,ZA,Olw2qeeJ96g,UCFVvNF52KEjqLtIvwmiQ4Fw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220527,KW,Olw2qeeJ96g,UCFVvNF52KEjqLtIvwmiQ4Fw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,3.10E-05,0,0,0,3.10E-05,1.00E-06,0,0,0,1.00E-06
None,20220516,ZA,Olw2qeeJ96g,UCFVvNF52KEjqLtIvwmiQ4Fw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220513,TW,OpdR8lSvPrQ,UCSqSRkbKVdB92aNWa8Q6Uuw,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220506,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,5,0,0,0,0,0,0,0,0,0,0
None,20220505,DE,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220528,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,5,0,0,0,0,0,0,0,0,0,0
None,20220514,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,4,0,0,0,0,0,0,0,0,0,0
None,20220519,DE,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220525,GB,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220520,GB,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220515,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,3,0,0,0,0,0,0,0,0,0,0
None,20220520,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,6,0,0,0,0,0,0,0,0,0,0
None,20220501,GB,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220502,IT,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220507,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,7,0,0,0,0,0,0,0,0,0,0
None,20220514,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,4,0,0,0,0,0,0,0,0,0,0
None,20220516,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,5,0,0,0,0,0,0,0,0,0,0
None,20220505,NL,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,37.5,1,0,0,0,0,0,0,0,0,0,0
None,20220520,GB,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220509,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,5,0,0,0,0,0,0,0,0,0,0
None,20220515,FR,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220512,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220514,DE,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220508,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,6,0,0,0,0,0,0,0,0,0,0
None,20220524,IT,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220522,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220528,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,5,0,0,0,0,0,0,0,0,0,0
None,20220522,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
None,20220528,UG,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220504,DE,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220524,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
None,20220528,UG,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220502,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220505,NL,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,37.5,1,0,0,0,0,0,0,0,0,0,0
None,20220530,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,3,0,0,0,0,0,0,0,0,0,0
None,20220510,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220524,IT,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220530,NO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220529,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,15,0,0,0,0,0,0,0,0,0,0
None,20220526,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,4,0,0,0,0,0,0,0,0,0,0
None,20220508,SA,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220508,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,6,0,0,0,0,0,0,0,0,0,0
None,20220511,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
None,20220523,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
