AdSense Earnings Month,Channel ID,Revenue Source,Local Currency,Total Revenue By Source,US Sourced Revenue,Tax Withholding Rate,Tax Withheld Amount
202301,,Ads Revenue,HKD,112715.756468,4510.303922,30.00,1353.091177
202301,,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,5642.273595,1806.835098,30.00,542.050529
202301,UC-Ud21m_xC-vALzXKrwXLSA,Ads Revenue,HKD,0.524923,0,15.00,0
202301,UC-Ud21m_xC-vALzXKrwXLSA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.000226,0,15.00,0
202301,UC-VOszTr2-lUCU0ao9nGCrg,Ads Revenue,HKD,10.869706,0.016544,15.00,0.002482
202301,UC-VOszTr2-lUCU0ao9nGCrg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.001218,0,15.00,0
202301,UC-XOfIF_ZKB0CL7DQsKD6Ew,Ads Revenue,HKD,59.956962,1.143337,15.00,0.171501
202301,UC-XOfIF_ZKB0CL7DQsKD6Ew,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.098672,0.055057,15.00,0.008259
202301,UC-ZxkRb1N4azqXjpceWxQDg,Ads Revenue,HKD,8.344169,0.066706,24.00,2.002601
202301,UC-ZxkRb1N4azqXjpceWxQDg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.004705,0,24.00,0.001129
202301,UC05AamrMF6ZvFBlRaoTdjMw,Ads Revenue,HKD,26.48095,1.626381,15.00,0.243957
202301,UC05AamrMF6ZvFBlRaoTdjMw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.175687,0.019545,15.00,0.002932
202301,UC074n_ewNUh5J_AvR4Vb-wg,Ads Revenue,HKD,51.185069,0.175697,24.00,12.284417
202301,UC074n_ewNUh5J_AvR4Vb-wg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.006527,0.005058,24.00,0.001566
202301,UC0UrAp1aMfjAzOdQTtqQhVw,Ads Revenue,HKD,1028.3299,21.339937,15.00,3.200991
202301,UC0UrAp1aMfjAzOdQTtqQhVw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.778498,0.440492,15.00,0.066074
202301,UC0e_ZTByXBHS2SqXKqcEbtA,Ads Revenue,HKD,330.501606,2.890875,15.00,0.433631
202301,UC0e_ZTByXBHS2SqXKqcEbtA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.911311,0.596719,15.00,0.089508
202301,UC0irxaNi2VNwzgidRELpMkQ,Ads Revenue,HKD,564.355977,9.291933,15.00,1.39379
202301,UC0irxaNi2VNwzgidRELpMkQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,3.131559,1.347878,15.00,0.202182
202301,UC0jFtqmESZKtNWHMvK6vo4A,Ads Revenue,HKD,4.085273,0.11438,15.00,0.017157
202301,UC0jFtqmESZKtNWHMvK6vo4A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.012603,0,15.00,0
202301,UC0oDXRNITzEVwFAa8hWA_3Q,Ads Revenue,HKD,152.286892,7.670541,15.00,1.150581
202301,UC0oDXRNITzEVwFAa8hWA_3Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.835436,0.215223,15.00,0.032283
202301,UC0svBsOOyAMvO9v6pq2SqiA,Ads Revenue,HKD,107.018834,1.314087,15.00,0.197113
202301,UC0svBsOOyAMvO9v6pq2SqiA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.136998,0.097588,15.00,0.014638
202301,UC0sxnutqT1mrKhWqW8FQrKA,Ads Revenue,HKD,52.332895,2.950337,15.00,0.442551
202301,UC0sxnutqT1mrKhWqW8FQrKA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.708363,0.078472,15.00,0.011771
202301,UC0u0nlrFHzTdK0LQOTVnkRQ,Ads Revenue,HKD,5949.786977,54.379689,24.00,1427.948874
202301,UC0u0nlrFHzTdK0LQOTVnkRQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,8.505482,3.80045,24.00,2.041316
202301,UC1Hs_fHfpobpn_D7brybqMA,Ads Revenue,HKD,48.830171,0.954965,15.00,0.143245
202301,UC1Hs_fHfpobpn_D7brybqMA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.03761,0.006872,15.00,0.001031
202301,UC1OVCVp7VnQClJqLNBUUGPA,Ads Revenue,HKD,35.482415,0.651143,15.00,0.097671
202301,UC1OVCVp7VnQClJqLNBUUGPA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.132699,0.0342,15.00,0.00513
202301,UC1RCnrPZUeRF3S-TnZl4O1g,Ads Revenue,HKD,27.690116,1.544408,15.00,0.231661
202301,UC1RCnrPZUeRF3S-TnZl4O1g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.074451,0,15.00,0
202301,UC1kaKqxyzZ8xC7YyHGftCFA,Ads Revenue,HKD,539.254951,9.304569,15.00,1.395685
202301,UC1kaKqxyzZ8xC7YyHGftCFA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.879131,0.430011,15.00,0.064502
202301,UC1nlgRoxnLe1rm7a4ZZV96w,Ads Revenue,HKD,56.331971,0.90186,15.00,0.135279
202301,UC1nlgRoxnLe1rm7a4ZZV96w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.112631,0.106604,15.00,0.015991
202301,UC1udBDCBATbUMw_TGsiA4SA,Ads Revenue,HKD,8.51088,0.118125,15.00,0.017719
202301,UC1udBDCBATbUMw_TGsiA4SA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.008231,0.0062,15.00,0.00093
202301,UC23PXs_pRNzBvrtTn8XE9ng,Ads Revenue,HKD,134.442585,1.92207,15.00,0.288311
202301,UC23PXs_pRNzBvrtTn8XE9ng,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.166614,0.052805,15.00,0.007921
202301,UC27DshOutinF49DPhL3xR8g,Ads Revenue,HKD,300.810286,5.479299,15.00,0.821895
202301,UC27DshOutinF49DPhL3xR8g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.531504,0.302216,15.00,0.045332
202301,UC2XrtbGfp7UXLGwssdB1zyw,Ads Revenue,HKD,244.664556,91.629665,15.00,13.74445
202301,UC2XrtbGfp7UXLGwssdB1zyw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,5.578856,2.449463,15.00,0.367419
202301,UC2cnjdWaJ4rY4HZZFm5u7wQ,Ads Revenue,HKD,2.576774,0.015544,24.00,0.618426
202301,UC2cnjdWaJ4rY4HZZFm5u7wQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.003588,0,24.00,0.000861
202301,UC2eiZ-2JDY9gZ98YiLIU4Mw,Ads Revenue,HKD,913.800684,16.847645,24.00,219.312164
202301,UC2eiZ-2JDY9gZ98YiLIU4Mw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.683146,0.620137,24.00,0.163955
202301,UC36Wz6XYDA5IaSWXMM6igJw,Ads Revenue,HKD,1.748339,0.020463,24.00,0.419601
202301,UC36Wz6XYDA5IaSWXMM6igJw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.000015,0,24.00,0.000004
202301,UC3DMQjPCqvCYZ2yliYFrFQQ,Ads Revenue,HKD,197.714841,4.768438,15.00,0.715266
202301,UC3DMQjPCqvCYZ2yliYFrFQQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.278534,0.066446,15.00,0.009967
202301,UC3JEyYP-VFyu2dV00CvnN3w,Ads Revenue,HKD,6663.649385,100.574411,15.00,15.086162
202301,UC3JEyYP-VFyu2dV00CvnN3w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,6.390662,4.963577,15.00,0.744537
202301,UC3f0f_l-_8zjhyJVmEeyTlA,Ads Revenue,HKD,16.704728,0.206007,24.00,4.009135
202301,UC3f0f_l-_8zjhyJVmEeyTlA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.000172,0,24.00,0.000041
202301,UC3siui66wPZ-0JliOso34zA,Ads Revenue,HKD,14.402442,0.046954,15.00,0.007043
202301,UC3siui66wPZ-0JliOso34zA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.013131,0.010603,15.00,0.00159
202301,UC3wMlbPZtYqKGEb_MLURrcw,Ads Revenue,HKD,236.779134,3.844771,15.00,0.576716
202301,UC3wMlbPZtYqKGEb_MLURrcw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.257757,0.12846,15.00,0.019269
202301,UC4C47oWr8m4tEbXlXBvFX8A,Ads Revenue,HKD,58.746736,0.09218,15.00,0.013827
202301,UC4C47oWr8m4tEbXlXBvFX8A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.084508,0.019787,15.00,0.002968
202301,UC4b_e1rOfEZiZqJ7r4APgaQ,Ads Revenue,HKD,18.692195,0.249215,30.00,0.074765
202301,UC4b_e1rOfEZiZqJ7r4APgaQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.021617,0,30.00,0
202301,UC4w9NkJLWMyuohviO_CEeEg,Ads Revenue,HKD,616.977837,76.787026,15.00,11.518054
202301,UC4w9NkJLWMyuohviO_CEeEg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.368173,0.354219,15.00,0.053133
202301,UC4xD8U4qWCPLr4Y7-YUzyEQ,Ads Revenue,HKD,1053.003989,20.569465,15.00,3.08542
202301,UC4xD8U4qWCPLr4Y7-YUzyEQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.418062,0.032265,15.00,0.00484
202301,UC53R5XeB9OYjKmGL8VtiDDg,Ads Revenue,HKD,1.249148,0,15.00,0
202301,UC53R5XeB9OYjKmGL8VtiDDg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.002321,0,15.00,0
202301,UC58VyYQdq9xs-bwL1z10gMg,Ads Revenue,HKD,15.448269,0.168764,15.00,0.025315
202301,UC58VyYQdq9xs-bwL1z10gMg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.00985,0,15.00,0
202301,UC5CUE4gBZ1lfOCOeBFC7aqQ,Ads Revenue,HKD,35.529825,0.958007,15.00,0.143701
202301,UC5CUE4gBZ1lfOCOeBFC7aqQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.049666,0.009015,15.00,0.001352
202301,UC5EEa00tABUqjLqbiuJC4jQ,Ads Revenue,HKD,5107.342601,51.761078,15.00,7.764162
202301,UC5EEa00tABUqjLqbiuJC4jQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,3.272031,2.254071,15.00,0.338111
202301,UC5N3as6nfId161TnDIUvpWQ,Ads Revenue,HKD,25.747983,0.112229,15.00,0.016834
202301,UC5N3as6nfId161TnDIUvpWQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.156863,0.045678,15.00,0.006852
202301,UC5VhVNBB5FJGd-edNNQPoaA,Ads Revenue,HKD,3723.590562,122.514005,15.00,18.377101
202301,UC5VhVNBB5FJGd-edNNQPoaA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.883329,0.44773,15.00,0.06716
202301,UC5bSu-TJRZ0DN6mEDZGas5g,Ads Revenue,HKD,153.150682,2.517052,15.00,0.377558
202301,UC5bSu-TJRZ0DN6mEDZGas5g,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.229121,0.173618,15.00,0.026043
202301,UC5lQzZ3RvWAbGJvNuFpU1sg,Ads Revenue,HKD,9.636512,0.242492,24.00,2.312763
202301,UC5lQzZ3RvWAbGJvNuFpU1sg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.013353,0.006779,24.00,0.003205
202301,UC5oTOEtcCcjgS5nCAWd6itA,Ads Revenue,HKD,88.341311,10.569866,15.00,1.58548
202301,UC5oTOEtcCcjgS5nCAWd6itA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,13.952141,0.900395,15.00,0.135059
202301,UC5oTaFLOFlLNeAJt_dt5rBw,Ads Revenue,HKD,1653.698473,277.831376,15.00,41.674706
202301,UC5oTaFLOFlLNeAJt_dt5rBw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,71.95684,15.046344,15.00,2.256952
202301,UC5vwLxoTJgo856Gvi9ISELA,Ads Revenue,HKD,1133.178471,9.218275,15.00,1.382741
202301,UC5vwLxoTJgo856Gvi9ISELA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,7.401105,0.540828,15.00,0.081124
202301,UC5xBydHS6pta41BV4e7yZrg,Ads Revenue,HKD,207.24372,22.820006,15.00,3.423001
202301,UC5xBydHS6pta41BV4e7yZrg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.783403,0.730366,15.00,0.109555
202301,UC63i_nCHDcZRJ9QTN1YG3bA,Ads Revenue,HKD,723.123684,7.905724,15.00,1.185859
202301,UC63i_nCHDcZRJ9QTN1YG3bA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.739555,0.663069,15.00,0.09946
202301,UC6Hmu5ZGGT0H-dKwjbagrvg,Ads Revenue,HKD,10.33992,0.226018,24.00,2.481581
202301,UC6Hmu5ZGGT0H-dKwjbagrvg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.011468,0.005207,24.00,0.002752
202301,UC6_zv_QA9fLh_aNfcgGYJtg,Ads Revenue,HKD,13992.374541,136.214172,15.00,20.432126
202301,UC6_zv_QA9fLh_aNfcgGYJtg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,21.737853,2.493722,15.00,0.374058
202301,UC6iA4XFOISFYZz-fXfbcQzQ,Ads Revenue,HKD,21.462155,0.309979,24.00,5.150917
202301,UC6iA4XFOISFYZz-fXfbcQzQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.018658,0.007271,24.00,0.004478
202301,UC6r2eGZ3-vuiNkQacVuAb0Q,Ads Revenue,HKD,899.061193,12.259313,15.00,1.838897
202301,UC6r2eGZ3-vuiNkQacVuAb0Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.075536,0.413641,15.00,0.062046
202301,UC79cBZFEmbSeDGE0D9TyvKQ,Ads Revenue,HKD,8.938638,3.915881,15.00,0.587382
202301,UC79cBZFEmbSeDGE0D9TyvKQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.287474,0.029571,15.00,0.004436
202301,UC7H2RuEqoyM-t3wZWopaOZw,Ads Revenue,HKD,3.559645,0,15.00,0
202301,UC7H2RuEqoyM-t3wZWopaOZw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.00014,0,15.00,0
202301,UC7NGZLKsXdUrFrUMZtBHxfw,Ads Revenue,HKD,44.422721,0.394528,30.00,0.118358
202301,UC7NGZLKsXdUrFrUMZtBHxfw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.024624,0.018529,30.00,0.005559
202301,UC7TXE0ydanjFl3gyzE3Vqjw,Ads Revenue,HKD,1525.952884,22.590447,15.00,3.388567
202301,UC7TXE0ydanjFl3gyzE3Vqjw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.999285,0.724856,15.00,0.108728
202301,UC7__9-u4hMCLckKnakUjx7Q,Ads Revenue,HKD,63.545877,1.477054,15.00,0.221558
202301,UC7__9-u4hMCLckKnakUjx7Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.028314,0.023447,15.00,0.003517
202301,UC7c_Xhqzmw_zc8gcZRTOF2A,Ads Revenue,HKD,22.971962,0.245196,15.00,0.036779
202301,UC7c_Xhqzmw_zc8gcZRTOF2A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.001943,0,15.00,0
202301,UC7nknAfdx-DUbA-N4cNjWcw,Ads Revenue,HKD,0.817969,0.085816,15.00,0.012872
202301,UC7nknAfdx-DUbA-N4cNjWcw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.012814,0,15.00,0
202301,UC83OfBCo6LaykvWp3xQ7cEQ,Ads Revenue,HKD,2041.300577,15.797416,15.00,2.369612
202301,UC83OfBCo6LaykvWp3xQ7cEQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.816283,0.874255,15.00,0.131138
202301,UC85lsuhpCbHVmFIkJ7zfNQQ,Ads Revenue,HKD,38.050879,1.229689,15.00,0.184453
202301,UC85lsuhpCbHVmFIkJ7zfNQQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.169742,0.148333,15.00,0.02225
202301,UC8J5vMZhF_D0G46Bf6RCy9w,Ads Revenue,HKD,657.632729,16.449025,15.00,2.467354
202301,UC8J5vMZhF_D0G46Bf6RCy9w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.694769,0.464432,15.00,0.069665
202301,UC8LKSC206ogY9u-aqLLphzA,Ads Revenue,HKD,245.974527,4.394025,24.00,59.033886
202301,UC8LKSC206ogY9u-aqLLphzA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.202587,0.008007,24.00,0.048621
202301,UC8O7purVGEF5J3VSH2UZ8FQ,Ads Revenue,HKD,43.286856,4.774532,15.00,0.71618
202301,UC8O7purVGEF5J3VSH2UZ8FQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.689665,0.086388,15.00,0.012958
202301,UC8ovyQkrdEZoVDRc-9gG0RA,Ads Revenue,HKD,4179.153821,52.82968,15.00,7.924452
202301,UC8ovyQkrdEZoVDRc-9gG0RA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,7.933806,6.177879,15.00,0.926682
202301,UC8pJz-xQxv9tD5vBgXwGjtA,Ads Revenue,HKD,8.174111,0.034193,15.00,0.005129
202301,UC8pJz-xQxv9tD5vBgXwGjtA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.001907,0.001227,15.00,0.000184
202301,UC93silNKul_L-3z4D14QyFQ,Ads Revenue,HKD,8.112512,0.435685,30.00,0.130706
202301,UC93silNKul_L-3z4D14QyFQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.000554,0,30.00,0
202301,UC9GvVOhELOxXE2UNxyCkaOQ,Ads Revenue,HKD,47.125318,0.619285,15.00,0.092893
202301,UC9GvVOhELOxXE2UNxyCkaOQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.110874,0.02714,15.00,0.004071
202301,UC9HCKkccndrqhKjpyWSeqmQ,Ads Revenue,HKD,78.618185,0.646111,15.00,0.096917
202301,UC9HCKkccndrqhKjpyWSeqmQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.044206,0.029373,15.00,0.004406
202301,UC9_A4hRzi1Es8VQq9orhYXA,Ads Revenue,HKD,730.303897,11.395427,15.00,1.709314
202301,UC9_A4hRzi1Es8VQq9orhYXA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.525878,0.020423,15.00,0.003063
202301,UCAJcxMaiGu-cjzklR-63ojw,Ads Revenue,HKD,2878.014053,146.344104,15.00,21.951616
202301,UCAJcxMaiGu-cjzklR-63ojw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,156.96097,22.116425,15.00,3.317464
202301,UCAXScRGbkwGWlQttfHJmz2w,Ads Revenue,HKD,7.588662,0.049284,24.00,1.821279
202301,UCAXScRGbkwGWlQttfHJmz2w,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.00408,0.003393,24.00,0.000979
202301,UCAmqw8rxR-Lelo_80g50w6A,Ads Revenue,HKD,2522.758289,26.795948,24.00,605.461989
202301,UCAmqw8rxR-Lelo_80g50w6A,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,2.999702,2.020123,24.00,0.719928
202301,UCAwr9CGXt2fmFvMx57RJncQ,Ads Revenue,HKD,4065.671995,35.952429,15.00,5.392864
202301,UCAwr9CGXt2fmFvMx57RJncQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,4.388363,0.468069,15.00,0.07021
202301,UCB0cK_bYXkLvSu6Ae_8NSGw,Ads Revenue,HKD,1836.274421,29.302516,15.00,4.395377
202301,UCB0cK_bYXkLvSu6Ae_8NSGw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,3.026993,0.961477,15.00,0.144222
202301,UCB7IuBnmK99ODbNFvMUnQxQ,Ads Revenue,HKD,30.811925,6.361018,15.00,0.954153
202301,UCB7IuBnmK99ODbNFvMUnQxQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.118257,0.016465,15.00,0.00247
202301,UCB9vAtMtzP4frwhNs9SLbjA,Ads Revenue,HKD,18703.056392,151.931724,15.00,22.789759
202301,UCB9vAtMtzP4frwhNs9SLbjA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,37.84607,9.021418,15.00,1.353213
202301,UCBG4kszgtAGrSEsjJGWb-_Q,Ads Revenue,HKD,11.35676,0.663958,24.00,2.725622
202301,UCBG4kszgtAGrSEsjJGWb-_Q,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.138085,0.035186,24.00,0.03314
202301,UCBKWD5uNfs2NLcj9iLF4FNA,Ads Revenue,HKD,328.222422,24.004918,15.00,3.600738
202301,UCBKWD5uNfs2NLcj9iLF4FNA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,1.897086,1.055771,15.00,0.158366
202301,UCBR-AfbHsBTjT7dzeEc2wLQ,Ads Revenue,HKD,59.5085,1.460977,15.00,0.219147
202301,UCBR-AfbHsBTjT7dzeEc2wLQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.173856,0.134454,15.00,0.020168
202301,UCB_UAtjP2kc-F4GRyDuxSLw,Ads Revenue,HKD,843.995873,25.971882,15.00,3.895782
202301,UCB_UAtjP2kc-F4GRyDuxSLw,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,5.553642,4.416462,15.00,0.662469
202301,UCBaDdUrpB2h43FCP6FqkXdA,Ads Revenue,HKD,8.762831,1.513416,15.00,0.227012
202301,UCBaDdUrpB2h43FCP6FqkXdA,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.00082,0,15.00,0
202301,UCBcHx2kT4qX7hc682ZXYcYg,Ads Revenue,HKD,28.085685,4.247468,15.00,0.63712
202301,UCBcHx2kT4qX7hc682ZXYcYg,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.18657,0.066405,15.00,0.009961
202301,UCC3x8ua6sGDQKdNPoAirnOQ,Ads Revenue,HKD,0.813029,0.036163,15.00,0.005424
202301,UCC3x8ua6sGDQKdNPoAirnOQ,Subscriptions Revenue - YouTube Premium / Music Premium,HKD,0.002107,0,15.00,0
202301,UCCJzn1xgK_fzwAz9ltWrpUg,Ads Revenue,HKD,117.672701,0.881211,15.00,0.132182
